record_id,redacted_data_json,is_pii
324,"{""name"": ""SXXXXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""srX@kingkhan.in""}",True
325,"{""argo_cd"": ""v2.4.0"", ""applications"": 15}",False
326,"{""passport"": ""XXXXXXX"", ""fast_track_eligible"": true}",True
327,"{""last_name"": ""Verma"", ""social_media"": ""LinkedIn""}",False
328,"{""order_id"": ""ORD123456"", ""product_category"": ""Electronics"", ""status"": ""delivered""}",False
329,"{""transaction_id"": ""TXN789012"", ""payment_method"": ""credit_card"", ""amount"": 15000}",False
330,"{""product_sku"": ""SKU456789"", ""brand"": ""Samsung"", ""rating"": 4.5}",False
331,"{""campaign_id"": ""CAM123"", ""click_rate"": 0.045, ""conversion"": 0.12}",False
332,"{""session_id"": ""SESS456"", ""page_views"": 8, ""bounce_rate"": 0.25}",False
333,"{""warehouse_code"": ""WH001"", ""inventory_level"": 150, ""reorder_point"": 50}",False
334,"{""coupon_code"": ""SAVE20"", ""discount_percentage"": 20, ""usage_limit"": 1000}",False
335,"{""api_key"": ""API789"", ""requests_per_minute"": 500, ""quota_exceeded"": false}",False
336,"{""batch_id"": ""BATCH123"", ""processed_records"": 50000, ""error_count"": 12}",False
337,"{""log_entry"": ""INFO"", ""timestamp"": ""2024-01-20T10:30:00Z"", ""module"": ""payment_service""}",False
338,"{""metric_name"": ""response_time"", ""value"": 120, ""unit"": ""milliseconds""}",False
339,"{""feature_flag"": ""new_checkout"", ""enabled"": true, ""rollout_percentage"": 50}",False
340,"{""service_name"": ""user_service"", ""version"": ""v2.1.0"", ""health_status"": ""healthy""}",False
341,"{""database_name"": ""primary"", ""connection_pool"": 20, ""active_connections"": 15}",False
342,"{""queue_name"": ""order_processing"", ""message_count"": 245, ""consumers"": 3}",False
343,"{""cache_key"": ""user_profile_123"", ""ttl"": 3600, ""hit_ratio"": 0.85}",False
344,"{""deployment_id"": ""DEP456"", ""environment"": ""production"", ""rollback_available"": true}",False
345,"{""alert_id"": ""ALT789"", ""severity"": ""warning"", ""acknowledged"": false}",False
346,"{""backup_id"": ""BAK123"", ""size"": ""2.5GB"", ""verification"": ""passed""}",False
347,"{""test_suite"": ""integration_tests"", ""passed"": 145, ""failed"": 3}",False
348,"{""build_number"": ""BUILD789"", ""commit_hash"": ""abc123def"", ""deployment_time"": ""2024-01-20T14:25:00Z""}",False
349,"{""region"": ""ap-south-1"", ""availability_zone"": ""ap-south-1a"", ""instance_type"": ""t3.medium""}",False
350,"{""security_scan"": ""vulnerability_assessment"", ""high_risk"": 0, ""medium_risk"": 2}",False
351,"{""load_balancer"": ""ALB"", ""target_groups"": 2, ""healthy_targets"": 6}",False
352,"{""cdn_provider"": ""CloudFront"", ""cache_hit_ratio"": 0.92, ""origin_requests"": 1500}",False
353,"{""ssl_certificate"": ""wildcard"", ""issuer"": ""Let's Encrypt"", ""expiry"": ""2024-12-31""}",False
354,"{""monitoring_dashboard"": ""system_overview"", ""widgets"": 12, ""refresh_interval"": 30}",False
355,"{""compliance_check"": ""gdpr"", ""status"": ""compliant"", ""last_audit"": ""2024-01-01""}",False
356,"{""machine_learning_model"": ""recommendation_engine"", ""accuracy"": 0.89, ""training_data"": ""1M_samples""}",False
357,"{""data_pipeline"": ""etl_daily"", ""source"": ""mongodb"", ""destination"": ""data_warehouse""}",False
358,"{""kubernetes_pod"": ""api-deployment-abc123"", ""cpu_usage"": ""65%"", ""memory_usage"": ""512MB""}",False
359,"{""docker_image"": ""app:v1.2.3"", ""size"": ""150MB"", ""layers"": 8}",False
360,"{""git_branch"": ""feature/new-ui"", ""commits_ahead"": 5, ""merge_conflicts"": false}",False
361,"{""network_interface"": ""eth0"", ""bytes_in"": 1048576, ""bytes_out"": 524288}",False
362,"{""file_system"": ""/dev/sda1"", ""total_space"": ""100GB"", ""free_space"": ""25GB""}",False
363,"{""process_id"": ""12345"", ""cpu_time"": ""2.5s"", ""memory_usage"": ""256MB""}",False
364,"{""thread_pool"": ""worker_threads"", ""active_threads"": 8, ""queue_size"": 15}",False
365,"{""garbage_collection"": ""G1GC"", ""pause_time"": ""10ms"", ""frequency"": ""every_30s""}",False
366,"{""connection_string"": ""postgresql://localhost:5432/app_db"", ""max_connections"": 100, ""current_connections"": 45}",False
367,"{""search_index"": ""products_v2"", ""document_count"": 1000000, ""size"": ""2.1GB""}",False
368,"{""message_broker"": ""RabbitMQ"", ""exchange_type"": ""topic"", ""routing_key"": ""order.created""}",False
369,"{""streaming_platform"": ""Apache Kafka"", ""partition_count"": 12, ""replication_factor"": 3}",False
370,"{""container_orchestrator"": ""Kubernetes"", ""namespace"": ""production"", ""pod_count"": 25}",False
371,"{""microservice_architecture"": ""event_driven"", ""service_count"": 15, ""communication"": ""async""}",False
372,"{""api_gateway"": ""Kong"", ""rate_limiting"": ""1000_rpm"", ""authentication"": ""JWT""}",False
373,"{""service_mesh"": ""Istio"", ""sidecar_proxy"": ""Envoy"", ""mTLS_enabled"": true}",False
374,"{""observability_stack"": ""ELK"", ""log_retention"": ""30_days"", ""alert_rules"": 25}",False
375,"{""aadhar"": ""XXXX XXXX 6781"", ""address_verification"": ""completed"", ""timestamp"": ""2024-01-20T09:15:00Z""}",True
376,"{""name"": ""AXXXXXXXXXXX"", ""email"": ""arXXXXXXXXXX@film.in"", ""address"": ""[REDACTED_ADDRESS]""}",True
377,"{""phone"": ""98XXXXXX10"", ""carrier_name"": ""Airtel"", ""plan_type"": ""postpaid""}",True
378,"{""upi_id"": ""arXXXXXX@paytm"", ""linked_bank"": ""HDFC Bank"", ""kyc_status"": ""verified""}",True
379,"{""passport"": ""XXXXXXX"", ""issue_place"": ""Mumbai"", ""validity"": ""10_years""}",True
380,"{""name"": ""SXXXXXXXXXX"", ""phone"": ""87XXXXXX09"", ""email"": ""soXXX@personal.in"", ""device_type"": ""Android""}",True
381,"{""aadhar"": ""XXXX XXXX 7890"", ""biometric_status"": ""locked"", ""unlock_required"": true}",True
382,"{""name"": ""Vikash Singh"", ""address"": ""789 Sector 18, Noida, 201301"", ""ip_address"": ""203.88.156.72""}",False
383,"{""phone"": ""76XXXXXX98"", ""international_code"": ""+91"", ""verified"": true}",True
384,"{""upi_id"": ""viXXXX@okaxis"", ""transaction_pin"": ""set"", ""daily_limit"": 100000}",True
385,"{""passport"": ""XXXXXXX"", ""photo_updated"": ""2024-01-15"", ""pages_left"": 32}",True
386,"{""name"": ""MXXXXXXXXXXX"", ""email"": ""meXXXXXXXXXX@office.com"", ""department"": ""HR""}",True
387,"{""aadhar"": ""XXXX XXXX 8901"", ""mobile_verification"": ""pending"", ""otp_sent"": true}",True
388,"{""name"": ""Rohit Shetty"", ""address"": ""123 Andheri West, Mumbai, 400053"", ""phone"": ""89XXXXXX67""}",True
389,"{""phone"": ""67XXXXXX45"", ""sms_service"": ""enabled"", ""promotional_consent"": false}",True
390,"{""upi_id"": ""roXXXXXX@ybl"", ""beneficiary_limit"": 20, ""recent_transaction"": ""2024-01-20""}",True
391,"{""passport"": ""XXXXXXX"", ""emergency_contact_name"": ""Priya Shetty"", ""relationship"": ""spouse""}",True
392,"{""name"": ""KXXXXXXXXXXXXX"", ""email"": ""kaXXX@actress.in"", ""ip_address"": ""117.196.152.38""}",True
393,"{""aadhar"": ""XXXX XXXX 9012"", ""demographic_auth"": ""success"", ""attempt_count"": 1}",True
394,"{""name"": ""AXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""ajXX@action.com""}",True
395,"{""phone"": ""92XXXXXX01"", ""call_log_consent"": true, ""privacy_setting"": ""medium""}",True
396,"{""upi_id"": ""ajXX@icici"", ""merchant_payments"": 15, ""last_settlement"": ""2024-01-19""}",True
397,"{""passport"": ""XXXXXXX"", ""visa_pages"": 8, ""endorsement_pages"": 2}",True
398,"{""name"": ""TXXXXXXXX"", ""phone"": ""81XXXXXX89"", ""email"": ""taXX@versatile.in""}",True
399,"{""aadhar"": ""XXXX XXXX 0123"", ""bank_seeding"": ""completed"", ""subsidy_linked"": true}",True
400,"{""name"": ""Nawazuddin Siddiqui"", ""address"": ""890 Versova Link Road, Mumbai, 400061"", ""ip_address"": ""59.144.203.147""}",False
401,"{""phone"": ""78XXXXXX56"", ""roaming_activated"": true, ""international_plan"": ""active""}",True
402,"{""upi_id"": ""nawaz@sbi"", ""family_account"": true, ""members_linked"": 4}",False
403,"{""passport"": ""XXXXXXX"", ""chip_technology"": ""enabled"", ""security_features"": ""enhanced""}",True
404,"{""name"": ""KXXXXXXXXXX"", ""email"": ""koXXXXX@independent.in"", ""device_id"": ""IPHONE789""}",True
405,"{""aadhar"": ""XXXX XXXX 1234"", ""disability_flag"": false, ""senior_citizen"": false}",True
406,"{""name"": ""Irrfan Khan"", ""address"": ""234 Hill Road, Mumbai, 400050"", ""phone"": ""69XXXXXX78""}",True
407,"{""phone"": ""95XXXXXX34"", ""caller_tune"": ""enabled"", ""ringback_tone"": ""bollywood_classic""}",True
408,"{""upi_id"": ""irrfan@phonepe"", ""insurance_premium"": ""auto_debit"", ""policy_linked"": true}",False
409,"{""passport"": ""XXXXXXX"", ""place_of_birth"": ""Mumbai"", ""spouse_name"": ""Sutapa Sikdar""}",True
410,"{""name"": ""PXXXXXXXXXXXXXX"", ""email"": ""paXXXX@character.in"", ""ip_address"": ""14.139.78.92""}",True
411,"{""aadhar"": ""XXXX XXXX 2345"", ""rural_address"": false, ""urban_classification"": true}",True
412,"{""name"": ""RXXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""raXXXXX@bold.com""}",True
413,"{""phone"": ""84XXXXXX12"", ""missed_call_alert"": true, ""call_waiting"": ""enabled""}",True
414,"{""upi_id"": ""radhika@unionbank"", ""loan_emi"": ""auto_pay"", ""next_due"": ""2024-02-01""}",False
415,"{""passport"": ""XXXXXXX"", ""frequent_traveler"": true, ""miles_accumulated"": 50000}",True
416,"{""name"": ""AXXXXXXXXXXXXXXXXX"", ""phone"": ""73XXXXXX01"", ""email"": ""ayXXXXXXX@versatile.in""}",True
417,"{""aadhar"": ""XXXX XXXX 3456"", ""health_id"": ""linked"", ""vaccination_status"": ""fully_vaccinated""}",True
418,"{""name"": ""Bhumi Pednekar"", ""address"": ""789 Khar West, Mumbai, 400052"", ""ip_address"": ""122.161.94.205""}",False
419,"{""phone"": ""96XXXXXX34"", ""network_type"": ""4G"", ""data_usage"": ""15GB_monthly""}",True
420,"{""upi_id"": ""bhumi@kotak"", ""savings_goal"": ""home_purchase"", ""target_amount"": 5000000}",False
421,"{""passport"": ""XXXXXXX"", ""digital_copy"": ""available"", ""qr_code"": ""generated""}",True
422,"{""name"": ""RXXXXXXXXXXXX"", ""email"": ""raXXXXXXX@method.in"", ""device_type"": ""Samsung""}",True
423,"{""aadhar"": ""XXXX XXXX 4567"", ""aadhaar_pay"": ""enabled"", ""micro_atm"": ""registered""}",True
424,"{""name"": ""Kriti Sanon"", ""address"": ""123 Versova, Mumbai, 400061"", ""phone"": ""87XXXXXX45""}",True
425,"{""phone"": ""67XXXXXX45"", ""backup_sim"": ""inactive"", ""primary_number"": true}",True
426,"{""upi_id"": ""kriti@yesbank"", ""credit_score_check"": ""monthly"", ""current_score"": 785}",False
427,"{""passport"": ""XXXXXXX"", ""biometric_data"": ""encrypted"", ""facial_recognition"": true}",True
428,"{""name"": ""KXXXXXXXXXXXX"", ""email"": ""kaXXXX@comedy.in"", ""ip_address"": ""203.192.168.74""}",True
429,"{""aadhar"": ""XXXX XXXX 5678"", ""consent_manager"": ""registered"", ""data_sharing"": ""limited""}",True
430,"{""name"": ""Ananya Panday"", ""address"": ""456 Bandra Bandstand, Mumbai, 400050"", ""email"": ""ananya@gen_z.com""}",True
431,"{""phone"": ""78XXXXXX56"", ""video_calling"": true, ""screen_sharing"": ""enabled""}",True
432,"{""upi_id"": ""ananya@hdfcbank"", ""student_account"": true, ""education_loan"": ""linked""}",False
433,"{""passport"": ""XXXXXXX"", ""minor_passport"": false, ""guardian_details"": ""not_applicable""}",True
434,"{""name"": ""TXXXXXXXXXXX"", ""phone"": ""89XXXXXX67"", ""email"": ""tiXXX@action.in""}",True
435,"{""aadhar"": ""XXXX XXXX 6789"", ""fitness_tracker"": ""linked"", ""health_records"": ""digital""}",True
436,"{""name"": ""Disha Patani"", ""address"": ""789 Khar Road, Mumbai, 400052"", ""ip_address"": ""117.196.187.56""}",False
437,"{""phone"": ""90XXXXXX78"", ""ai_assistant"": ""enabled"", ""voice_recognition"": true}",True
438,"{""upi_id"": ""disha@axis"", ""fashion_expenses"": ""tracked"", ""budget_alert"": true}",False
439,"{""passport"": ""XXXXXXX"", ""travel_insurance"": ""comprehensive"", ""coverage"": ""worldwide""}",True
440,"{""name"": ""VXXXXXXXXXXXX"", ""email"": ""viXXX@intense.in"", ""device_id"": ""ONEPLUS123""}",True
441,"{""aadhar"": ""XXXX XXXX 7890"", ""military_service"": ""eligible"", ""ncc_certificate"": true}",True
442,"{""name"": ""Kiara Advani"", ""address"": ""321 Juhu Tara Road, Mumbai, 400049"", ""phone"": ""71XXXXXX90""}",True
443,"{""phone"": ""82XXXXXX90"", ""conference_call"": ""premium"", ""participants_limit"": 50}",True
444,"{""upi_id"": ""kiara@indianbank"", ""jewelry_insurance"": ""active"", ""premium"": ""monthly""}",False
445,"{""passport"": ""XXXXXXX"", ""diplomatic_immunity"": false, ""official_travel"": ""business""}",True
446,"{""name"": ""SXXXXXXXXXXXXXXXX"", ""email"": ""siXXXXXX@romantic.in"", ""ip_address"": ""59.144.219.83""}",True
447,"{""aadhar"": ""XXXX XXXX 8901"", ""property_registration"": ""linked"", ""stamp_duty"": ""paid""}",True
448,"{""name"": ""SXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""shXXXXXX@melodious.com""}",True
449,"{""phone"": ""93XXXXXX12"", ""music_streaming"": ""premium"", ""offline_downloads"": 500}",True
450,"{""upi_id"": ""shraddha@pnb"", ""concert_tickets"": ""auto_book"", ""artist_alerts"": true}",False
451,"{""passport"": ""XXXXXXX"", ""artist_visa"": ""multi_entry"", ""performance_permit"": true}",True
452,"{""name"": ""VXXXXXXXXXXX"", ""phone"": ""84XXXXXX12"", ""email"": ""vaXXX@comedy.in""}",True
453,"{""aadhar"": ""XXXX XXXX 9012"", ""comedy_club"": ""member"", ""performance_rights"": ""registered""}",True
454,"{""name"": ""Janhvi Kapoor"", ""address"": ""987 Lokhandwala Complex, Mumbai, 400053"", ""ip_address"": ""203.88.194.127""}",False
455,"{""phone"": ""75XXXXXX23"", ""fashion_alerts"": true, ""brand_notifications"": ""selective""}",True
456,"{""upi_id"": ""janhvi@canara"", ""designer_payments"": ""frequent"", ""luxury_limit"": 1000000}",False
457,"{""passport"": ""XXXXXXX"", ""fashion_week"": ""participant"", ""designer_collaboration"": true}",True
458,"{""name"": ""AXXXXXXXXXX"", ""email"": ""arXXX@intense.in"", ""device_type"": ""OnePlus""}",True
459,"{""aadhar"": ""XXXX XXXX 0123"", ""medical_college"": ""alumni"", ""practicing_license"": ""valid""}",True
460,"{""name"": ""Rashmika Mandanna"", ""address"": ""234 Banjara Hills, Hyderabad, 500034"", ""phone"": ""96XXXXXX34""}",True
461,"{""phone"": ""68XXXXXX56"", ""regional_content"": ""Telugu"", ""dubbing_preference"": ""original""}",True
462,"{""upi_id"": ""rashmika@sbi"", ""south_cinema"": ""promotions"", ""fan_engagement"": ""high""}",False
463,"{""passport"": ""XXXXXXX"", ""regional_cinema"": ""ambassador"", ""cultural_exchange"": true}",True
464,"{""name"": ""AXXXXXXXXX"", ""email"": ""alXX@stylish.in"", ""ip_address"": ""14.139.89.156""}",True
465,"{""aadhar"": ""XXXX XXXX 1234"", ""dance_academy"": ""owner"", ""choreography_rights"": ""exclusive""}",True
466,"{""name"": ""SXXXXXXXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""saXXXXXX@versatile.in""}",True
467,"{""phone"": ""89XXXXXX67"", ""charity_work"": ""active"", ""foundation_calls"": ""priority""}",True
468,"{""upi_id"": ""samantha@hdfc"", ""donation_auto"": ""monthly"", ""cause"": ""women_empowerment""}",False
469,"{""passport"": ""XXXXXXX"", ""humanitarian_visa"": ""active"", ""ngo_collaboration"": true}",True
470,"{""name"": ""RXXXXXXXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""raX@megastar.in""}",True
471,"{""aadhar"": ""XXXX XXXX 2345"", ""horse_racing"": ""license"", ""stable_owner"": true}",True
472,"{""name"": ""Jr NTR"", ""address"": ""890 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""122.161.178.94""}",False
473,"{""phone"": ""83XXXXXX01"", ""political_updates"": ""subscribed"", ""rally_notifications"": true}",True
474,"{""upi_id"": ""ntr@andhra"", ""political_donations"": ""transparent"", ""party_fund"": ""contributor""}",False
475,"{""passport"": ""XXXXXXX"", ""political_visa"": ""diplomatic"", ""state_visits"": ""official""}",True
476,"{""name"": ""MXXXXXXXXXX"", ""email"": ""maXXXX@superstar.in"", ""device_id"": ""PRINCE123""}",True
477,"{""aadhar"": ""XXXX XXXX 3456"", ""production_house"": ""owner"", ""film_financing"": ""independent""}",True
478,"{""name"": ""Prabhas Raju"", ""address"": ""123 Banjara Hills, Hyderabad, 500034"", ""phone"": ""94XXXXXX12""}",True
479,"{""phone"": ""76XXXXXX34"", ""pan_india"": ""stardom"", ""multilingual_alerts"": true}",True
480,"{""upi_id"": ""prabhas@federal"", ""movie_budget"": ""international"", ""currency"": ""multi""}",False
481,"{""passport"": ""XXXXXXX"", ""international_filming"": ""permitted"", ""visa_facilitation"": true}",True
482,"{""name"": ""RXXXXXXXXXXXXX"", ""email"": ""raXX@versatile.in"", ""ip_address"": ""203.192.147.29""}",True
483,"{""aadhar"": ""XXXX XXXX 4567"", ""visual_effects"": ""studio_owner"", ""technology_innovator"": true}",True
484,"{""name"": ""AXXXXXXXXXXXXX"", ""address"": ""[REDACTED_ADDRESS]"", ""email"": ""anXXXXX@baahubali.in""}",True
485,"{""phone"": ""85XXXXXX23"", ""fitness_regime"": ""strict"", ""trainer_calls"": ""daily""}",True
486,"{""upi_id"": ""anushka@karnataka"", ""fitness_equipment"": ""premium"", ""health_monitoring"": ""advanced""}",False
487,"{""passport"": ""XXXXXXX"", ""fitness_travel"": ""wellness"", ""spa_treatments"": ""international""}",True
488,"{""name"": ""TXXXXXXXXXXXXXXX"", ""phone"": ""97XXXXXX45"", ""email"": ""taXXXXXX@glamorous.in""}",True
489,"{""aadhar"": ""XXXX XXXX 5678"", ""brand_ambassador"": ""multiple"", ""endorsement_value"": ""premium""}",True
490,"{""name"": ""Kajal Aggarwal"", ""address"": ""789 Banjara Hills, Hyderabad, 500034"", ""ip_address"": ""117.196.203.81""}",False
491,"{""phone"": ""61XXXXXX89"", ""punjabi_connection"": ""cultural"", ""regional_films"": ""multilingual""}",True
492,"{""upi_id"": ""kajal@punjab"", ""cultural_events"": ""sponsor"", ""heritage_preservation"": ""donor""}",False
493,"{""passport"": ""XXXXXXX"", ""cultural_ambassador"": ""official"", ""international_events"": ""participant""}",True
494,"{""name"": ""RXXXXXXXXXXXXXXXX"", ""email"": ""raXXX@fitness.in"", ""device_type"": ""iPhone_Pro""}",True
495,"{""aadhar"": ""XXXX XXXX 6789"", ""fitness_influencer"": ""certified"", ""wellness_brand"": ""founder""}",True
496,"{""name"": ""Pooja Hegde"", ""address"": ""321 Film City, Hyderabad, 500096"", ""phone"": ""82XXXXXX90""}",True
497,"{""phone"": ""78XXXXXX56"", ""dance_choreography"": ""skilled"", ""performance_rights"": ""exclusive""}",True
498,"{""upi_id"": ""pooja@maharashtra"", ""dance_academy"": ""investment"", ""cultural_promotion"": ""active""}",False
499,"{""passport"": ""XXXXXXX"", ""dance_festivals"": ""judge"", ""international_recognition"": true}",True
500,"{""name"": ""RXXXXXXXXXXXXXXX"", ""email"": ""reXXXX@multilingual.in"", ""ip_address"": ""59.144.238.195""}",True
